timestamp,value,status
1749374717.250081,97.09,ok
1749374718.2623663,69.54,ok
1749374719.2769625,94.22,ok
1749374720.2856658,33.63,ok
1749374721.2982752,66.944,ok
1749374722.3043675,59.658,ok
1749374723.311481,48.126,ok
1749374724.3249164,48.712,ok
1749374725.337002,54.576,ok
timestamp,value,status
1749374720.2135608,2.14,ok
1749374721.2224402,96.93,ok
1749374722.2268603,84.62,ok
1749374723.2477715,52.75,ok
1749374724.2624114,67.216,ok
1749374725.273663,85.978,ok
1749374726.2889318,84.29400000000001,ok
1749374727.3004746,75.968,ok
1749374728.3113742,73.382,ok
1749374726.3528354,52.14,ok
1749374727.3638144,49.066,ok
1749374728.3750381,52.77,ok
1749374729.3868732,41.272,ok
1749374730.3961134,42.983999999999995,ok
1749374731.4098222,50.662,ok
1749374732.4246752,59.116,ok
1749374733.435653,65.886,ok
1749374734.4526,60.572,ok
1749374735.4647553,50.525999999999996,ok
1749374729.3246884,54.166,ok
1749374730.3345437,54.02,ok
1749374731.3477776,49.226,ok
1749374732.3622603,52.646,ok
1749374733.3753142,64.342,ok
1749374734.3930833,76.414,ok
1749374735.4051573,69.62,ok
1749374736.413617,58.822,ok
1749374737.4242344,55.172000000000004,ok
1749374738.4354906,38.102,ok
1749374736.4914134,45.554,ok
1749374737.50291,30.886000000000003,ok
1749374738.5115285,31.433999999999997,ok
1749374739.5161755,34.038,ok
1749374740.5315208,34.412,ok
1749374741.5348048,28.365999999999996,ok
1749374742.547521,39.088,ok
1749374743.5560937,34.69,ok
1749374744.5673177,33.31,ok
1749374745.5728161,37.144,ok
1749374739.4405887,31.160000000000004,ok
1749374740.4524403,21.328,ok
1749374741.4568076,22.552,ok
1749374742.469808,14.437999999999999,ok
1749374743.4787579,28.788,ok
1749374744.4893084,24.528,ok
1749374745.4948928,38.084,ok
1749374746.5031576,52.472,ok
1749374747.5143692,52.246,ok
1749374748.5266304,47.634,ok
1749374746.583148,39.118,ok
1749374747.5941684,39.012,ok
1749374748.6055317,34.844,ok
1749374749.6128232,39.462,ok
1749374750.6262963,49.844,ok
1749374751.6402624,56.160000000000004,ok
1749374752.6482363,45.528000000000006,ok
1749374753.662218,57.815999999999995,ok
1749374754.6743834,63.644000000000005,ok
1749374755.6792035,47.312,ok
1749374749.5335374,47.272000000000006,ok
1749374750.5481691,44.538,ok
1749374751.5605745,29.828000000000003,ok
1749374752.569533,36.374,ok
1749374753.5837321,36.6,ok
1749374754.5956118,51.39,ok
1749374755.6028051,43.14,ok
1749374756.6094382,60.092,ok
1749374757.6199162,62.266,ok
1749374758.625303,56.831999999999994,ok
1749374756.6874955,56.572,ok
1749374757.6969728,70.44,ok
1749374758.7025225,58.19199999999999,ok
1749374759.7103617,45.856,ok
1749374760.7165382,58.42999999999999,ok
1749374761.7315493,47.346,ok
1749374762.739057,46.03,ok
1749374763.7564948,55.83200000000001,ok
1749374764.765182,55.508,ok
1749374765.7766378,46.318,ok
1749374759.6300697,56.822,ok
1749374760.6381323,71.09400000000001,ok
1749374761.6498437,65.322,ok
1749374762.6612122,70.042,ok
1749374763.6770363,65.756,ok
1749374764.6877584,64.068,ok
1749374765.6986575,46.31,ok
1749374766.7135234,32.294,ok
1749374767.7166157,30.48,ok
1749374768.7246108,41.698,ok
1749374766.7875602,47.728,ok
1749374767.794313,33.0,ok
1749374768.8013906,19.306,ok
1749374769.8112586,25.22,ok
1749374770.823687,20.706,ok
1749374771.8314452,24.802,ok
1749374772.8374887,39.662,ok
1749374773.8479304,44.704,ok
1749374774.858025,57.044,ok
1749374775.866648,67.574,ok
1749374769.7334523,46.7,ok
1749374770.7458508,59.538,ok
1749374771.7582688,68.306,ok
1749374772.7754982,73.866,ok
1749374773.785323,60.779999999999994,ok
1749374774.7951298,44.046,ok
1749374775.8036256,44.967999999999996,ok
1749374776.811488,43.646,ok
1749374777.8210084,41.622,ok
1749374778.831414,59.762,ok
1749374776.8741632,62.251999999999995,ok
1749374777.882146,60.358000000000004,ok
1749374778.893212,70.612,ok
1749374779.9013963,66.71799999999999,ok
1749374780.913068,69.506,ok
1749374781.9279451,80.264,ok
1749374782.9414365,69.946,ok
1749374783.9507763,62.698,ok
1749374784.9642646,50.442,ok
1749374785.969078,45.238,ok
