timestamp,value,status
1749374717.2460315,23.57739407088689,ok
1749374718.26135,21.277074516150655,ok
1749374719.2779484,21.502937447096485,ok
1749374720.286442,20.259663373582235,ok
1749374721.2987924,21.48333909335455,ok
1749374722.305211,21.117273372659344,ok
1749374723.3119662,21.23946074871909,ok
1749374724.3241158,22.460665182905906,ok
1749374725.3355012,22.4490564813373,ok
timestamp,value,status
1749374720.21253,26.62653164169033,ok
1749374721.2217805,28.224103172048494,ok
1749374722.2274766,23.7042090240621,ok
1749374723.248757,20.788236718073563,ok
1749374724.2633345,25.590950279987446,ok
1749374725.275045,25.01299788492475,ok
1749374726.290283,24.6010699584009,ok
1749374727.3019733,24.099484638311914,ok
1749374728.3132975,25.46758844646976,ok
1749374726.3516934,22.400794881780218,ok
1749374727.3623066,,error
1749374728.3732736,,error
1749374729.3855724,22.60703726384436,ok
1749374730.397133,23.401977899133392,ok
1749374731.4116375,22.308167157053994,ok
1749374732.4261265,22.709840246703443,ok
1749374733.4370503,22.814592643283355,ok
1749374734.4538672,,error
1749374735.4836054,22.639029300332385,ok
1749374729.3268905,24.52674404761055,ok
1749374730.3357856,25.041667095770272,ok
1749374731.3490334,24.971376265753218,ok
1749374732.3634195,26.03213749519994,ok
1749374733.376928,26.054935483748444,ok
1749374734.3912861,26.151347426286243,ok
1749374735.4035776,25.356798566517355,ok
1749374736.4128635,25.505559395802443,ok
1749374737.4230993,24.84451526461045,ok
1749374738.4335566,25.192920187793185,ok
1749374736.4927776,21.84928775210718,ok
1749374737.5047865,,error
1749374738.5128376,21.98346468356627,ok
1749374739.5185413,22.20885116358489,ok
1749374740.5323458,22.54670154786519,ok
1749374741.534107,23.259778727733924,ok
1749374742.5455427,,error
1749374743.5550418,23.734264756851864,ok
1749374744.5658011,24.358170497000007,ok
1749374745.5718837,24.046027931387346,ok
1749374739.4391072,24.691452296734692,ok
1749374740.4534352,24.338788046381985,ok
1749374741.4581304,24.667638030843356,ok
1749374742.468358,24.57248037781231,ok
1749374743.4780726,23.117958359620243,ok
1749374744.4915254,23.334431936430054,ok
1749374745.496572,23.23583397798975,ok
1749374746.5037923,21.86873013369452,ok
1749374747.5158238,22.596348331734028,ok
1749374748.5288055,22.580008961951673,ok
1749374746.5816722,23.970175913546086,ok
1749374747.5924044,24.24983398314307,ok
1749374748.6024806,24.778652497077708,ok
1749374749.6115613,24.381548647212632,ok
1749374750.625354,25.283162686361152,ok
1749374751.638838,,error
1749374752.6494257,26.16928222022467,ok
1749374753.663541,26.486141114445434,ok
1749374754.6757283,26.112459459185583,ok
1749374755.6809628,26.602607738420602,ok
1749374749.5350108,22.222591617897905,ok
1749374750.549823,23.834819848328358,ok
1749374751.5619502,25.063969740765586,ok
1749374752.5712075,24.725103860231087,ok
1749374753.586175,25.372802959403895,ok
1749374754.5974195,26.97390501773136,ok
1749374755.6037447,27.196800151729093,ok
1749374756.6103787,26.709249015491555,ok
1749374757.6218338,26.894174023632615,ok
1749374758.6273584,26.55218404498624,ok
1749374756.6894255,25.741534263779716,ok
1749374757.6987572,24.54286606559116,ok
1749374758.700761,24.020872030924387,ok
1749374759.7084773,23.79677886206571,ok
1749374760.7146854,,error
1749374761.7291152,23.01383971371513,ok
1749374762.7377546,23.28631296173913,ok
1749374763.75536,23.19344081135138,ok
1749374764.766343,22.42502166502488,ok
1749374765.7780464,23.46126077440066,ok
1749374759.6314447,26.705479567264085,ok
1749374760.6392097,25.324950874145042,ok
1749374761.6514056,24.488267071741674,ok
1749374762.6625218,24.77026887304843,ok
1749374763.6784208,24.368682368170084,ok
1749374764.689147,24.234072283156188,ok
1749374765.7005653,25.498407077594738,ok
1749374766.7151773,26.45432519924085,ok
1749374767.718312,25.839348851308962,ok
1749374768.7268448,26.768248112583468,ok
1749374766.7887144,24.463622390909656,ok
1749374767.7963583,24.084281432888556,ok
1749374768.8029752,25.015817274714884,ok
1749374769.812675,24.82700415390844,ok
1749374770.8250072,23.120533433402226,ok
1749374771.832485,23.31183859710098,ok
1749374772.8392627,23.690762932573872,ok
1749374773.8491337,24.019478680915615,ok
1749374774.8604677,24.282147238352543,ok
1749374775.8693705,25.223522980048717,ok
1749374769.734439,25.936572726222824,ok
1749374770.747509,26.005471946334477,ok
1749374771.7595325,26.37070089550776,ok
1749374772.7770612,27.34862537572595,ok
1749374773.7866154,27.88711034124093,ok
1749374774.7966478,27.607466048545213,ok
1749374775.805843,26.589129723455347,ok
1749374776.81268,27.010789105446435,ok
1749374777.8201263,26.402795100248017,ok
1749374778.830088,25.138269694950417,ok
1749374776.8771372,24.82830546664376,ok
1749374777.8834906,25.432854173007474,ok
1749374778.8949604,24.7408607068082,ok
1749374779.9026911,26.121018934430246,ok
1749374780.9140146,26.728605747439065,ok
1749374781.9287748,27.116460140572133,ok
1749374782.9398682,25.948166381317332,ok
1749374783.949277,26.438909446716913,ok
1749374784.9631588,25.506045717089982,ok
1749374785.9719212,24.77338582268455,ok
1749374779.837469,24.537694825219983,ok
1749374780.8515708,24.078865772105537,ok
1749374781.866297,22.186230560217233,ok
1749374782.879202,22.419286643205933,ok
1749374783.8895931,23.353512745301934,ok
1749374784.904393,24.3234260641489,ok
1749374785.9093955,24.511111353410918,ok
1749374786.916736,26.141238762506287,ok
1749374787.9319954,25.005818036046882,ok
1749374788.9510236,25.301144851742123,ok
1749374786.9822931,24.052046554351413,ok
1749374787.9958572,24.479083357005397,ok
1749374789.0132403,25.1825046839465,ok
1749374790.0227103,24.9713906482224,ok
1749374791.033102,25.044089600690242,ok
1749374792.0456655,25.20435842222359,ok
1749374793.0554338,25.274858796087386,ok
1749374794.0686615,23.92464703347624,ok
1749374795.0802498,23.85791240884906,ok
1749374796.0893166,24.213411867564467,ok
1749374789.96104,25.990665416959597,ok
1749374790.9680471,27.21253258253928,ok
1749374791.9805973,26.310200156662034,ok
1749374792.9910164,26.226760527707892,ok
1749374794.0060892,24.834483008304694,ok
1749374795.0151923,24.27071869139762,ok
1749374796.024404,23.942573995509584,ok
1749374797.0388916,25.179513565719635,ok
1749374798.050587,25.092288333645904,ok
1749374799.0611415,25.376747303875238,ok
1749374797.1019576,23.80806117585478,ok
1749374798.1146867,23.641575272042314,ok
1749374799.119047,23.81366691255312,ok
1749374800.1313984,23.703612252302666,ok
1749374801.1399775,24.09386033550897,ok
1749374802.151381,23.840510161517702,ok
1749374803.15994,24.667056959191434,ok
1749374804.1714482,24.271947150187952,ok
1749374805.1854978,24.801758723269728,ok
1749374806.20183,24.404567551076134,ok
1749374800.0699189,26.09350548112888,ok
1749374801.0801635,26.010016861495366,ok
1749374802.0893795,24.766567744495543,ok
1749374803.1005967,26.082030028751696,ok
1749374804.112047,25.935258173768563,ok
1749374805.1250696,24.401693832120326,ok
1749374806.1400578,23.98204697475253,ok
1749374807.1515763,23.706826503984153,ok
1749374808.1659427,22.87787256737256,ok
1749374809.1730554,22.901260190137616,ok
1749374807.2143507,24.155082376452075,ok
1749374808.2282047,24.307094773293368,ok
1749374809.2350175,24.5900863377266,ok
1749374810.2446961,24.590070561700887,ok
1749374811.2598827,23.62406540048695,ok
1749374812.2716107,24.372462646332725,ok
1749374813.2838414,23.420789973879515,ok
1749374814.2954972,23.238887141400262,ok
1749374815.3073056,23.80651664755411,ok
1749374816.3165038,24.30189125149529,ok
1749374810.181927,23.658056338540256,ok
1749374811.1982453,23.983916797263976,ok
1749374812.2087812,25.066052378678176,ok
1749374813.2208536,24.546294106735242,ok
1749374814.234466,26.01302145307713,ok
1749374815.2466683,24.984250942677665,ok
1749374816.2569134,25.380465331510916,ok
1749374817.2684772,24.036057739971664,ok
1749374818.271827,25.069607578819248,ok
1749374819.2833753,23.176016443076993,ok
1749374817.3302016,25.22008537841494,ok
1749374818.3350463,24.845690420791776,ok
1749374819.344681,25.960181584485618,ok
1749374820.3540804,26.28640581969999,ok
1749374821.3649025,27.13503756159873,ok
1749374822.369583,27.2122679427589,ok
1749374823.3798196,27.772221842677585,ok
1749374824.3886895,27.327860986818433,ok
1749374825.4037163,25.380246151810713,ok
1749374826.4168131,23.748332078027587,ok
1749374827.4307315,22.8963709975011,ok
1749374828.4352937,22.91187274247384,ok
1749374829.440469,23.53129406883739,ok
1749374830.453793,23.808463165129275,ok
1749374831.4636977,24.090377671204884,ok
1749374832.4779932,24.67423457386476,ok
1749374833.486268,24.43242985730232,ok
1749374834.4998717,23.291342549299426,ok
1749374835.510027,24.678559370730802,ok
1749374836.523263,24.62763665564209,ok
1749374837.5312483,23.06194746107585,ok
1749374838.5405738,23.302070677497937,ok
1749374839.5474854,23.807562962721256,ok
1749374840.5573287,23.86990305227163,ok
1749374841.5664632,23.7572078843442,ok
1749374842.5785193,24.473852000520935,ok
1749374843.5905876,24.02787145850731,ok
1749374844.5978787,24.980621703153293,ok
1749374845.6088665,24.72485733892124,ok
1749374846.6185036,26.436310944984598,ok
1749374847.6281805,25.93132663782044,ok
1749374848.6374824,27.606763504734253,ok
1749374849.6526663,25.74059338066082,ok
1749374850.6582522,25.217287373681465,ok
1749374851.66844,24.951204724400288,ok
1749374852.6876032,25.400726766366738,ok
1749374853.6966271,25.249786339070063,ok
1749374854.7067509,26.56421028843157,ok
1749374855.719929,27.005751664393323,ok
1749374856.7254326,26.9049314219373,ok
1749374857.7369199,27.562991056784398,ok
1749374858.7419834,26.63233327224852,ok
1749374859.749534,26.14998090526173,ok
1749374860.7621377,26.46239512164277,ok
1749374861.7701461,25.884143909443548,ok
1749374862.782235,25.794703174648202,ok
1749374863.7925563,25.86972283428717,ok
1749374864.802066,26.336263374862245,ok
1749374865.814692,25.16075026016398,ok
1749374866.8249907,24.310665188451242,ok
1749374867.836204,24.27666743681366,ok
1749374868.8511498,25.366315752891254,ok
1749374869.8618667,25.193422610361733,ok
1749374870.8706877,25.633379088089935,ok
1749374871.877763,,error
1749374872.8904016,26.503944005137527,ok
1749374873.9007554,26.531787135453822,ok
